order_id,customer_id,product_card_id,delivery_status,Sum of is_delayed,Sum of order_item_quantity,Sum of order_item_total_amount,Sum of profit_per_order,Sum of sales,Year,Quarter,Month,Day,Year,Quarter,Month,Day
15620,4100,365,Delayed,1,1,49.56922,22.7238,59.99,2015,Qtr 3,August,30,2015,Qtr 3,August,14
15621,10835,1004,Delayed,1,1,345.48367,163.7731,399.98,2015,Qtr 3,August,11,2015,Qtr 3,September,5
15624,5311,365,On-time,0,3,149.38,10.903267,179.97,2015,Qtr 3,August,12,2015,Qtr 3,September,29
15626,400,949,On-time,0,1,30.706182,-45.64599,39.75,2015,Qtr 3,September,6,2015,Qtr 3,August,22
15631,2660,365,Delayed,1,5,290.98,149.8825,299.95,2015,Qtr 3,September,10,2015,Qtr 3,July,29
15640,4949,627,Delayed,1,3,117.5753,36.63571,129.99,2015,Qtr 3,August,8,2015,Qtr 3,September,10
15646,1150,1073,Delayed,1,1,195.98448,85.32501,199.99,2015,Qtr 3,August,14,2016,Qtr 1,February,29
15647,10895,1004,Early,0,1,387.98,184.76291,399.98,2015,Qtr 3,September,8,2015,Qtr 3,September,1
15650,93,502,Early,0,2,95.17901,-109.55979,100,2015,Qtr 4,October,3,2015,Qtr 3,August,27
15655,11663,1073,Delayed,1,1,196,76.67378,199.99,2015,Qtr 3,September,9,2015,Qtr 4,October,14
15656,3414,365,Delayed,1,3,181.99432,52.991013,179.97,2015,Qtr 4,November,9,2015,Qtr 4,October,19
15657,3587,1004,Delayed,1,1,371.97156,167.23148,399.98,2015,Qtr 1,January,28,2015,Qtr 3,August,7
15666,4478,1014,Early,0,4,168.90399,57.40095,199.92,2015,Qtr 3,September,3,2015,Qtr 3,August,12
15668,3400,365,On-time,0,3,158.70631,46.725655,179.97,2015,Qtr 3,July,19,2015,Qtr 1,March,19
15671,8826,627,Delayed,1,4,168.1078,-210.17085,179.97,2015,Qtr 3,August,9,2015,Qtr 1,February,25
15674,12256,502,Delayed,1,1,48.985996,13.558624,50,2015,Qtr 4,October,1,2015,Qtr 3,August,22
15675,9309,191,Early,0,3,242.5,19.973997,299.97,2015,Qtr 3,August,30,2015,Qtr 3,August,14
15681,5035,1073,Delayed,1,1,189.99,19.797644,199.99,2015,Qtr 3,July,26,2015,Qtr 3,August,16
15683,3526,403,Early,0,1,116.99,41.20542,129.99,2015,Qtr 3,July,12,2015,Qtr 3,July,27
15684,9197,403,Delayed,1,1,106.59,29.689827,129.99,2015,Qtr 3,September,2,2015,Qtr 3,August,26
15694,6953,807,Delayed,1,3,87.52635,4.857841,99.96,2015,Qtr 1,March,9,2015,Qtr 1,February,5
15696,2184,502,Delayed,1,2,89.97183,19.789782,100,2015,Qtr 3,July,9,2015,Qtr 4,October,14
15697,2219,1014,Delayed,1,2,86.99506,-26.936129,99.96,2015,Qtr 3,July,30,2015,Qtr 4,October,15
15703,2127,1073,Delayed,1,1,169.9996,74.41183,199.99,2015,Qtr 3,September,4,2015,Qtr 1,March,10
15707,9026,191,Delayed,1,1,94.49563,36.994183,99.99,2015,Qtr 4,October,17,2015,Qtr 3,August,17
15712,6849,191,Delayed,1,3,110.224815,-18.877333,119.97,2015,Qtr 4,October,10,2015,Qtr 3,August,23
15714,3612,627,Early,0,5,169.99,-69.196754,199.98,2015,Qtr 3,August,24,2015,Qtr 3,August,15
15715,71,1073,On-time,0,1,180.53831,62.848362,199.99,2015,Qtr 3,August,2,2015,Qtr 3,July,26
15716,8726,1014,Delayed,1,5,224.99,63.723385,249.9,2015,Qtr 3,August,30,2015,Qtr 3,August,12
15723,929,957,Early,0,1,269.98,-43.515278,299.98,2015,Qtr 3,August,29,2015,Qtr 3,August,16
15725,4582,365,Delayed,1,4,199.9997,18.012527,199.99,2015,Qtr 4,October,14,2015,Qtr 3,July,29
15726,2416,502,On-time,0,3,123.07729,-17.874601,150,2015,Qtr 1,March,26,2015,Qtr 1,January,19
15728,1796,134,On-time,0,5,111.573494,57.790695,129.99,2015,Qtr 3,August,16,2015,Qtr 3,August,11
15730,9681,502,Early,0,3,153.43364,1.628703,150,2015,Qtr 3,August,19,2015,Qtr 2,June,22
15734,8705,44,On-time,0,4,240,16.787827,249.9,2015,Qtr 2,June,26,2015,Qtr 3,August,6
15736,11821,191,On-time,0,3,240,93.739395,299.97,2015,Qtr 2,May,20,2015,Qtr 1,March,13
15738,11015,1014,Early,0,4,163.99,31.687757,179.97,2015,Qtr 3,August,14,2015,Qtr 3,August,10
15742,4801,627,Early,0,1,38.267155,11.605372,39.99,2015,Qtr 3,September,4,2015,Qtr 3,August,13
15745,11949,835,Delayed,1,1,22.09629,10.190869,30.75002,2015,Qtr 1,January,25,2015,Qtr 1,January,20
15747,8129,502,Early,0,4,193.99043,51.78472,199.99,2015,Qtr 3,July,4,2015,Qtr 3,August,27
15750,2461,502,Delayed,1,3,141.7499,-208.48122,179.97,2015,Qtr 3,September,18,2015,Qtr 3,August,31
15753,10664,502,Delayed,1,5,208.59428,-35.990738,250,2015,Qtr 1,February,7,2015,Qtr 3,August,19
15756,9718,365,Delayed,1,4,232.98247,22.685455,239.96,2015,Qtr 3,September,7,2015,Qtr 3,August,2
15759,6488,191,Delayed,1,2,185.99303,59.45545,199.99,2015,Qtr 3,August,19,2015,Qtr 3,August,9
15761,5230,502,Early,0,3,124.3414,24.73127,150,2015,Qtr 4,October,31,2015,Qtr 3,September,15
15768,4377,1004,Delayed,1,1,347.98,138.02988,399.98,2015,Qtr 3,August,15,2015,Qtr 3,August,16
15775,7500,1004,Delayed,1,1,391.98,102.18203,399.98,2015,Qtr 3,July,25,2015,Qtr 3,August,24
15782,10789,890,Delayed,1,4,91.585556,-12.807684,84.267586,2015,Qtr 3,September,19,2015,Qtr 3,September,2
15790,11956,1004,Delayed,1,1,383.2085,74.15827,399.98,2015,Qtr 3,July,30,2015,Qtr 3,September,19
15795,4580,1014,Delayed,1,2,90.99352,8.608405,99.96,2015,Qtr 3,August,7,2015,Qtr 3,August,5
15806,747,502,Delayed,1,5,197.99,-29.151808,250,2015,Qtr 3,September,28,2015,Qtr 2,May,23
15810,1836,191,On-time,0,3,233.50081,67.57866,299.97,2015,Qtr 3,August,16,2015,Qtr 3,September,10
15817,9341,403,Delayed,1,1,126.09,23.989204,129.99,2015,Qtr 3,September,8,2015,Qtr 3,August,5
15821,826,403,Delayed,1,1,109.18147,11.055383,129.99,2015,Qtr 3,August,24,2015,Qtr 3,August,6
15822,5428,957,Delayed,1,1,20.70853,1.0940671,21.834166,2015,Qtr 3,July,18,2015,Qtr 3,July,31
15823,9596,957,Delayed,1,1,290.98,91.19824,299.98,2015,Qtr 3,July,21,2015,Qtr 3,August,6
15824,8343,365,On-time,0,2,98.96537,14.374507,119.98,2015,Qtr 1,February,5,2015,Qtr 3,August,1
15831,4076,403,On-time,0,1,127.39,38.824585,129.99,2015,Qtr 3,September,18,2015,Qtr 3,August,31
15836,1256,365,Delayed,1,5,290.95166,87.02731,299.95,2015,Qtr 3,September,7,2015,Qtr 3,September,9
15837,7516,365,On-time,0,2,98.9909,31.67321,119.98,2015,Qtr 3,August,31,2015,Qtr 2,June,11
15838,10432,1004,Early,0,1,389.6953,131.14267,399.98,2015,Qtr 4,December,2,2015,Qtr 3,September,5
15840,6937,403,Early,0,1,120.80022,37.375698,129.99,2015,Qtr 3,August,18,2015,Qtr 3,September,10
15841,4556,403,On-time,0,1,118.29,45.7348,129.99,2015,Qtr 3,July,26,2015,Qtr 3,September,9
15847,10561,365,Delayed,1,2,101.105835,46.229607,119.98,2015,Qtr 1,January,30,2015,Qtr 3,August,12
15857,10495,957,On-time,0,1,245.98,61.630917,299.98,2015,Qtr 3,August,21,2015,Qtr 4,November,1
15870,4832,1004,On-time,0,1,327.98,137.7938,399.98,2015,Qtr 3,August,29,2015,Qtr 3,August,22
15874,475,502,Delayed,1,5,218.36,-118.11183,250,2015,Qtr 4,November,4,2015,Qtr 3,July,25
15876,1844,1073,Delayed,1,1,188.99,58.950138,199.99,2015,Qtr 3,August,29,2015,Qtr 4,October,10
15877,5695,365,Early,0,2,116.99,-1.4671695,119.98,2015,Qtr 3,August,8,2015,Qtr 4,October,14
15878,1001,1014,On-time,0,1,48.98,25.601843,49.98,2015,Qtr 3,August,19,2015,Qtr 3,July,20
15887,2734,897,Early,0,1,20.998447,6.7502174,24.99106,2015,Qtr 3,September,26,2015,Qtr 3,September,11
15890,3087,502,Delayed,1,5,246.04108,27.352976,250,2015,Qtr 3,September,12,2015,Qtr 3,September,19
15893,10078,627,Delayed,1,4,146.98582,50.384132,179.97,2015,Qtr 3,September,2,2015,Qtr 3,August,18
15896,1141,627,Early,0,5,185.99081,-3.539215,199.95,2015,Qtr 3,September,12,2015,Qtr 2,June,30
15897,11313,365,On-time,0,4,236.20457,60.674557,239.96,2015,Qtr 3,July,25,2015,Qtr 1,March,21
15906,5134,1014,Delayed,1,3,148.46312,-70.80026,149.94,2015,Qtr 3,August,20,2015,Qtr 3,July,29
15908,728,502,Early,0,3,142.4583,54.535496,150,2015,Qtr 3,August,13,2015,Qtr 3,July,19
15916,11524,191,On-time,0,4,379.98,104.03251,399.96,2015,Qtr 4,October,31,2015,Qtr 3,September,12
15920,11372,1014,On-time,0,2,77.75351,25.64101,99.96,2015,Qtr 3,July,14,2015,Qtr 2,April,9
15927,132,191,Delayed,1,2,197.99,89.96516,199.95,2015,Qtr 3,July,17,2015,Qtr 3,September,17
15930,6816,502,Delayed,1,4,185.99431,73.33812,200,2015,Qtr 2,April,11,2015,Qtr 3,August,4
15933,6489,627,Delayed,1,4,127.45806,32.027485,150,2015,Qtr 3,August,14,2015,Qtr 1,March,15
15936,7700,1014,Delayed,1,2,94.995384,8.783487,99.96,2015,Qtr 4,December,10,2015,Qtr 3,August,18
15945,7793,1073,Delayed,1,1,187.43,68.39863,199.99,2015,Qtr 3,August,25,2015,Qtr 3,August,18
15950,5561,135,Delayed,1,3,50.99,-38.577477,50,2015,Qtr 2,June,11,2015,Qtr 3,September,4
15965,11832,502,Delayed,1,5,245.98,-100.96886,250,2015,Qtr 3,July,26,2015,Qtr 3,August,19
15967,11213,957,Delayed,1,1,299.99,17.567038,299.98,2015,Qtr 1,March,24,2015,Qtr 1,January,2
15968,7195,1004,On-time,0,1,359.98,49.22728,399.98,2015,Qtr 4,October,15,2015,Qtr 3,September,10
15975,7804,227,Early,0,2,81.157555,-24.782722,79.98,2015,Qtr 3,August,11,2015,Qtr 3,August,24
15976,9080,365,Early,0,1,75.10592,42.188942,99.99096,2015,Qtr 3,August,30,2015,Qtr 3,August,21
15978,5878,1073,Early,0,1,185.9885,85.96965,199.99,2015,Qtr 3,September,2,2015,Qtr 3,July,28
15980,947,1004,Delayed,1,1,377.98,149.99208,399.98,2015,Qtr 3,September,5,2015,Qtr 3,August,11
15981,5470,957,Early,0,1,254.98,122.33096,299.98,2015,Qtr 3,September,6,2015,Qtr 3,September,20
15985,7683,403,Delayed,1,1,106.58954,38.55785,129.99,2015,Qtr 3,August,16,2015,Qtr 3,September,9
16000,9526,191,Delayed,1,3,299.97055,-6.107384,299.97,2015,Qtr 3,July,31,2015,Qtr 3,July,29
16010,11435,403,Delayed,1,1,126.09,-4.1880474,129.99,2015,Qtr 3,July,13,2015,Qtr 3,August,10
16014,8776,403,Delayed,1,1,116.58218,39.21416,129.99,2015,Qtr 3,August,16,2016,Qtr 1,February,9
16020,8955,191,Delayed,1,3,242.15623,116.42562,299.97,2015,Qtr 1,January,27,2015,Qtr 3,August,19
16021,1397,191,Delayed,1,3,269.98,58.040257,299.97,2015,Qtr 3,September,10,2015,Qtr 3,September,17
16022,4455,403,Delayed,1,1,123,36.05359,129.99,2015,Qtr 4,October,14,2015,Qtr 3,August,9
16023,2611,957,On-time,0,2,32.279198,0,39.75,2015,Qtr 4,October,1,2015,Qtr 3,September,3
16025,174,957,Early,0,1,287.975,19.52358,299.98,2015,Qtr 3,July,25,2015,Qtr 3,September,5
16027,5739,502,On-time,0,4,188.99,68.175865,199.99945,2015,Qtr 4,November,6,2015,Qtr 3,September,6
16032,7667,365,Early,0,1,47.23,18.508583,59.99,2015,Qtr 3,July,19,2015,Qtr 3,September,12
16037,7143,1073,Early,0,1,191.99,-205.76733,199.99,2015,Qtr 3,September,5,2015,Qtr 3,September,1
16046,309,627,Delayed,1,3,113.09,-61.56363,129.99,2015,Qtr 3,August,18,2015,Qtr 3,September,5
16047,2809,1004,Delayed,1,1,383.98,6.4907784,399.98,2015,Qtr 4,November,3,2015,Qtr 3,August,1
16048,11829,1014,Delayed,1,4,188.99,63.50501,199.92,2015,Qtr 2,June,20,2015,Qtr 3,July,21
16055,6644,1073,Delayed,1,1,185.98415,39.00455,199.99,2015,Qtr 3,August,6,2015,Qtr 3,July,30
16060,1436,1004,Delayed,1,1,377.98,19.418144,399.98,2015,Qtr 3,September,16,2015,Qtr 2,June,4
16062,3523,885,Delayed,1,2,56.038326,3.2663648,50,2015,Qtr 3,September,5,2015,Qtr 3,August,22
16067,1262,977,Early,0,2,56.99,22.961565,59.99,2015,Qtr 2,May,28,2015,Qtr 3,September,11
16068,6069,403,On-time,0,1,97.49,2.5851607,129.99,2015,Qtr 3,July,21,2015,Qtr 3,August,18
16074,911,365,Delayed,1,2,95.96,24.690704,119.98,2015,Qtr 3,September,27,2015,Qtr 2,May,9
16076,1111,365,On-time,0,5,259.49747,24.030931,299.95,2015,Qtr 3,September,5,2015,Qtr 3,August,14
16086,6545,1014,On-time,0,4,165.99,39.77728,199.92,2015,Qtr 2,June,25,2015,Qtr 1,March,28
16097,2417,365,Delayed,1,1,52.83563,5.002648,59.99,2015,Qtr 3,September,11,2015,Qtr 3,August,2
16098,5422,703,Delayed,1,5,172.78053,81.97188,179.97,2015,Qtr 3,July,24,2015,Qtr 3,August,22
16104,10085,365,Delayed,1,2,112.481865,27.725367,119.98,2015,Qtr 1,January,11,2015,Qtr 3,August,31
16109,1445,627,Delayed,1,3,98.38,25.993402,119.97,2015,Qtr 3,August,19,2015,Qtr 3,July,29
16112,7232,502,Delayed,1,4,191.99,45.067104,200,2015,Qtr 3,August,2,2015,Qtr 3,August,27
16117,4411,1004,Delayed,1,1,387.98,125.334305,399.98,2015,Qtr 3,July,31,2015,Qtr 3,July,25
16124,11812,502,Delayed,1,3,141.69325,-34.671967,150,2015,Qtr 3,August,19,2015,Qtr 3,August,1
16132,9555,502,Delayed,1,4,188.99,66.12977,200,2015,Qtr 2,June,11,2015,Qtr 1,January,31
16133,932,365,On-time,0,1,53.944508,28.877726,59.99,2015,Qtr 3,August,24,2015,Qtr 3,August,29
16136,9930,365,Delayed,1,4,207.85767,-24.25619,239.96,2015,Qtr 3,July,2,2015,Qtr 4,November,27
16141,8602,365,Delayed,1,1,55.95608,12.94445,59.99,2015,Qtr 3,August,19,2015,Qtr 3,July,26
16145,1223,403,Delayed,1,1,118.29,48.736713,129.99,2015,Qtr 3,September,6,2015,Qtr 3,September,3
16146,6309,365,Delayed,1,1,49.11297,22.379469,59.99,2015,Qtr 4,October,24,2015,Qtr 3,August,18
16148,2373,1014,Early,0,5,199.99,37.21715,249.9,2015,Qtr 4,October,21,2015,Qtr 3,August,13
16151,8708,1004,Delayed,1,1,335.98,159.03697,399.98,2015,Qtr 3,July,12,2015,Qtr 3,July,25
16152,10261,191,Delayed,1,1,90,-47.560764,99.99,2015,Qtr 1,March,19,2015,Qtr 3,July,24
16153,5022,1073,Early,0,1,169.93591,-27.363909,199.99,2015,Qtr 3,September,23,2015,Qtr 3,September,5
16154,2376,1014,On-time,0,5,239.98,92.26621,249.9,2015,Qtr 2,June,18,2015,Qtr 2,June,26
16155,5952,1073,Early,0,1,169.98943,56.744373,199.99,2015,Qtr 3,July,1,2015,Qtr 2,April,9
16156,4569,223,Early,0,3,141.70705,41.859726,179.97,2015,Qtr 3,August,16,2015,Qtr 3,August,22
16158,2270,957,Delayed,1,1,284.98,-19.089018,299.98,2015,Qtr 3,August,2,2015,Qtr 3,September,1
16160,1160,1004,On-time,0,1,339.98,97.89565,399.98,2015,Qtr 3,July,12,2015,Qtr 3,August,27
16162,7145,820,Delayed,1,1,41.73786,12.521725,49.98,2015,Qtr 4,November,30,2015,Qtr 3,August,28
16165,970,1014,Delayed,1,2,86.994865,-23.406162,99.96,2015,Qtr 3,August,30,2015,Qtr 3,August,3
16168,5954,403,Delayed,1,1,120.89,-97.24257,129.99,2015,Qtr 3,August,8,2015,Qtr 3,July,20
16170,1828,957,Delayed,1,1,290.98,12.169014,299.98,2015,Qtr 3,August,3,2015,Qtr 2,May,31
16174,2029,403,Delayed,1,1,114.39,47.701202,129.99,2015,Qtr 3,August,17,2015,Qtr 3,August,18
16176,883,403,On-time,0,1,109.19,32.626495,129.99,2015,Qtr 3,September,21,2015,Qtr 3,September,3
16181,396,627,Early,0,2,74.04278,-61.561504,79.98,2015,Qtr 3,August,7,2015,Qtr 2,May,22
16185,10248,1004,Early,0,1,371.98,103.51617,399.98,2015,Qtr 3,September,4,2015,Qtr 3,August,29
16187,115,793,Delayed,1,3,49.97926,-28.995361,50,2015,Qtr 3,August,23,2015,Qtr 3,August,19
16189,10247,826,Delayed,1,5,195.99,18.709887,219.86739,2015,Qtr 3,September,27,2015,Qtr 3,September,5
16196,8019,191,Delayed,1,1,82.59095,2.9630494,99.99,2015,Qtr 3,August,17,2015,Qtr 3,August,12
16197,6247,627,Delayed,1,2,79.97928,16.362783,79.98,2015,Qtr 4,November,11,2015,Qtr 3,September,6
16205,5556,365,Early,0,4,245.96713,11.267448,239.96,2015,Qtr 3,September,29,2015,Qtr 3,September,13
16206,6186,365,Delayed,1,2,98.98951,44.709522,119.98,2015,Qtr 3,August,30,2015,Qtr 3,August,14
16207,11936,1004,Delayed,1,1,379.98,-5.689987,399.98,2015,Qtr 3,September,21,2015,Qtr 1,February,24
16213,11590,1014,Delayed,1,2,83.97202,25.617615,99.96,2015,Qtr 3,August,16,2015,Qtr 3,September,25
16214,7388,403,On-time,0,1,106.59,36.443417,129.99,2015,Qtr 3,August,28,2016,Qtr 1,February,11
16218,4224,502,Delayed,1,1,42.494946,18.96739,50,2015,Qtr 3,August,4,2015,Qtr 1,March,25
16220,313,502,Delayed,1,4,197.99,94.98849,200,2015,Qtr 3,September,15,2015,Qtr 3,September,15
16225,7703,502,Early,0,2,99.99114,32.306835,100,2015,Qtr 3,August,24,2015,Qtr 2,May,31
16228,8633,191,Delayed,1,2,175.99,-27.840721,199.98,2015,Qtr 3,August,26,2015,Qtr 3,August,9
16234,4847,365,Delayed,1,3,163.98784,12.885098,179.97,2015,Qtr 3,July,1,2015,Qtr 3,September,28
16238,4711,1004,Early,0,1,327.98,32.110844,399.98,2015,Qtr 3,August,28,2015,Qtr 3,August,22
16239,1914,403,On-time,0,1,118.77138,29.31327,129.99,2015,Qtr 3,September,7,2015,Qtr 3,August,28
16243,5796,1014,Early,0,5,227.96,74.209435,249.9,2015,Qtr 3,September,9,2015,Qtr 3,July,10
16244,5708,502,Early,0,5,230.36,6.5513887,249.9,2015,Qtr 1,February,8,2015,Qtr 3,August,12
16245,874,365,Delayed,1,2,127.39,1.911911,129.99,2015,Qtr 3,August,7,2015,Qtr 3,August,7
16259,7656,191,Early,0,2,185.99,68.40958,199.98,2015,Qtr 3,August,28,2015,Qtr 2,June,14
16260,6780,365,Delayed,1,1,49.09281,16.597517,59.99,2015,Qtr 3,August,9,2015,Qtr 3,September,7
16263,268,1014,Delayed,1,2,96.99632,29.832392,99.96,2015,Qtr 3,September,26,2015,Qtr 4,October,19
16265,10084,792,Delayed,1,1,13.158931,2.9753678,13.725839,2015,Qtr 3,September,9,2015,Qtr 3,August,21
16266,10309,1073,Delayed,1,1,167.99,31.6563,199.99,2015,Qtr 3,August,8,2015,Qtr 3,August,30
16269,7939,1073,Early,0,1,199.99,66.23904,199.99,2015,Qtr 4,October,11,2015,Qtr 3,September,2
16272,5665,627,Delayed,1,5,173.99,-294.1096,199.97919,2015,Qtr 4,December,9,2015,Qtr 3,September,21
16275,7152,502,Delayed,1,1,40.989956,15.234655,50,2015,Qtr 3,September,11,2015,Qtr 4,October,25
16287,11925,403,Delayed,1,1,127.43062,-9.035098,129.99,2015,Qtr 4,December,4,2015,Qtr 2,April,1
16290,8203,502,On-time,0,2,99.1219,-203.53287,101.27332,2015,Qtr 2,April,6,2015,Qtr 1,January,30
16294,8017,502,Delayed,1,3,145.48419,72.60099,159.96,2015,Qtr 3,September,1,2015,Qtr 3,August,27
16303,6051,403,Early,0,1,110.49,36.72043,129.99,2015,Qtr 2,April,17,2015,Qtr 1,February,11
16306,11706,1073,Early,0,1,169.96555,-21.507528,199.99,2015,Qtr 3,September,22,2015,Qtr 3,August,25
16309,6587,1004,Delayed,1,1,383.98,101.28978,399.98,2015,Qtr 1,February,7,2015,Qtr 3,July,2
16310,6521,1073,On-time,0,1,204.75064,62.98607,199.99,2015,Qtr 3,September,18,2015,Qtr 2,June,3
16316,9607,191,Early,0,1,80,-44.26127,99.99,2015,Qtr 2,April,30,2015,Qtr 1,February,22
16318,4193,365,Early,0,3,158.36761,76.52548,179.97,2015,Qtr 3,September,19,2015,Qtr 3,August,30
16319,9523,365,Delayed,1,4,189.99,57.54415,200,2015,Qtr 3,July,1,2015,Qtr 2,April,20
16320,2538,191,Delayed,1,5,497.59015,43.130352,499.95,2015,Qtr 3,July,23,2015,Qtr 2,May,21
16324,9999,1014,Early,0,1,43.5,-0.9022668,49.98,2015,Qtr 3,September,23,2015,Qtr 3,August,11
16326,12003,365,On-time,0,5,237.78366,71.70754,293.04,2015,Qtr 1,January,23,2015,Qtr 3,August,14
16328,9001,627,Early,0,5,188.99,22.354118,199.95,2015,Qtr 4,November,17,2015,Qtr 4,October,25
16330,10519,627,Delayed,1,1,39.98,10.991752,39.99,2015,Qtr 4,November,4,2015,Qtr 3,August,13
16331,4447,1004,On-time,0,1,335.98,81.536545,399.98,2015,Qtr 3,August,7,2015,Qtr 1,March,26
16332,8774,885,Delayed,1,2,37.947445,3.9024265,42.532166,2015,Qtr 3,August,16,2015,Qtr 3,August,13
16333,9701,502,Delayed,1,5,199.17,76.98447,249.34908,2015,Qtr 3,August,29,2015,Qtr 3,August,13
16338,88,191,Delayed,1,5,395.98,-132.49178,499.95,2015,Qtr 3,August,30,2015,Qtr 3,September,15
16341,8984,365,Delayed,1,1,67.27625,27.089134,59.99,2015,Qtr 4,November,7,2015,Qtr 3,September,15
16342,3205,627,Delayed,1,1,30.121737,14.241748,39.75,2015,Qtr 3,July,21,2015,Qtr 3,August,14
16344,1849,403,Delayed,1,1,127.42924,22.141901,129.99,2015,Qtr 4,October,23,2015,Qtr 3,September,17
16347,8305,1014,Delayed,1,1,44,12.183322,49.98,2015,Qtr 4,October,25,2015,Qtr 3,August,24
16348,8969,1014,Early,0,5,244.66702,26.287794,249.9,2015,Qtr 3,September,13,2015,Qtr 3,August,30
16350,9869,502,Delayed,1,5,224.99,86.22456,250,2015,Qtr 3,September,4,2015,Qtr 3,September,26
16352,2053,191,Delayed,1,3,251.97467,76.803024,299.97,2015,Qtr 3,September,6,2015,Qtr 3,August,16
16353,8280,565,Delayed,1,5,263.98,84.02475,299.98,2015,Qtr 3,September,7,2015,Qtr 3,July,14
16361,2617,957,Early,0,1,290.98,86.17567,299.98,2015,Qtr 3,September,21,2015,Qtr 3,August,28
16364,5154,1014,Early,0,3,123.49,35.492886,149.94,2015,Qtr 3,September,5,2015,Qtr 3,August,12
16366,10633,502,Early,0,5,218.36,91.66037,250,2015,Qtr 3,August,29,2015,Qtr 3,August,20
16367,4311,1014,Delayed,1,5,213.95496,-72.139046,249.9,2015,Qtr 3,August,20,2015,Qtr 3,July,8
16368,9330,403,Delayed,1,1,129.99,45.310097,129.99,2015,Qtr 4,November,6,2015,Qtr 4,October,4
16374,5983,1014,On-time,0,4,163.99791,1.6789532,199.92,2015,Qtr 3,August,30,2015,Qtr 2,April,30
16375,6824,365,Delayed,1,2,103.99,5.6519637,119.98,2015,Qtr 3,September,11,2015,Qtr 3,July,20
16379,4238,365,Delayed,1,3,179.99,15.517063,179.97,2015,Qtr 3,August,30,2015,Qtr 3,August,20
16381,2222,957,Delayed,1,1,278.97488,109.67687,299.98,2015,Qtr 3,September,9,2015,Qtr 3,August,30
16382,6302,403,On-time,0,1,128.69,16.707773,129.99,2015,Qtr 3,August,20,2015,Qtr 3,September,13
16390,2367,502,Delayed,1,3,145.09392,50.850048,150,2015,Qtr 4,October,1,2015,Qtr 3,August,5
16392,11493,627,Delayed,1,3,118.58051,31.2185,129.99,2015,Qtr 3,August,4,2015,Qtr 3,August,20
16403,4847,365,Delayed,1,3,156.57,83.6149,179.97,2015,Qtr 3,September,24,2015,Qtr 3,September,1
16407,9654,502,Delayed,1,5,200,103.66162,250,2015,Qtr 3,July,31,2015,Qtr 3,August,30
16409,9119,502,Delayed,1,2,94.496,46.821342,100,2015,Qtr 3,September,11,2015,Qtr 3,September,4
16423,1976,365,Delayed,1,4,240,110.94668,239.96,2015,Qtr 3,August,22,2015,Qtr 3,August,1
16425,11526,1073,Delayed,1,1,200.24202,71.06032,199.99,2015,Qtr 3,September,3,2015,Qtr 3,September,18
16427,5596,365,Early,0,5,254.98,-167.47406,299.95,2015,Qtr 3,July,12,2015,Qtr 2,April,18
16429,5345,1073,Early,0,1,195.69453,83.32288,199.99,2015,Qtr 4,November,17,2015,Qtr 4,October,12
16437,5935,1004,Delayed,1,1,383.98,55.65099,399.98,2015,Qtr 3,August,4,2015,Qtr 3,September,23
16439,3306,895,Early,0,2,41.559093,16.561033,49.98,2015,Qtr 3,September,8,2015,Qtr 3,August,29
16443,6149,191,On-time,0,4,387.96396,49.618145,399.98,2015,Qtr 3,August,21,2015,Qtr 3,August,4
16454,2906,1014,Delayed,1,1,37.29392,8.66979,49.98,2015,Qtr 2,May,10,2016,Qtr 3,August,1
16461,10775,1073,On-time,0,1,199.1494,53.072666,199.99,2015,Qtr 4,November,1,2015,Qtr 3,September,9
16478,4220,365,Early,0,4,220,0.82920897,239.96,2015,Qtr 3,September,15,2015,Qtr 3,August,27
16500,1915,365,On-time,0,1,49.48503,-6.1922803,59.99,2015,Qtr 4,October,25,2015,Qtr 3,August,31
16502,433,502,Early,0,4,183.70364,18.549417,200,2015,Qtr 3,July,19,2015,Qtr 3,August,13
16503,9070,1014,Delayed,1,5,212.5,73.280685,249.9,2015,Qtr 3,August,23,2015,Qtr 4,November,11
16510,3328,191,Delayed,1,1,34.008945,-36.737404,39.75,2015,Qtr 3,July,25,2015,Qtr 3,September,16
16511,5728,403,Early,0,1,129.99,35.631,129.99,2015,Qtr 4,October,23,2015,Qtr 4,October,18
16514,11483,957,Early,0,1,287.95273,141.58284,299.98,2015,Qtr 3,September,22,2015,Qtr 3,August,17
16515,4530,1073,On-time,0,1,185.94292,21.12428,199.99,2015,Qtr 3,September,3,2015,Qtr 2,May,4
16525,9977,502,Delayed,1,1,49.73959,11.1562395,50,2015,Qtr 1,March,21,2015,Qtr 3,August,19
16531,3375,502,Delayed,1,3,127.39,60.564987,150,2015,Qtr 4,October,24,2015,Qtr 3,September,6
16534,6766,365,On-time,0,2,109.19,14.783068,119.98,2015,Qtr 3,August,7,2015,Qtr 3,July,30
16536,6632,752,Delayed,1,4,107.97684,49.96191,129.99,2015,Qtr 3,September,11,2015,Qtr 3,August,30
16539,10519,191,Delayed,1,4,387.9792,174.4655,399.96,2015,Qtr 3,July,28,2015,Qtr 4,October,27
16541,13339,403,Early,0,1,127.44172,29.560684,129.99,2015,Qtr 3,July,15,2015,Qtr 2,May,13
16542,11339,403,Delayed,1,1,129.99,34.212753,129.99,2015,Qtr 3,July,29,2015,Qtr 2,May,20
